hotelid,hotelname,hotelstars,lat,lon,address
381,Eden Nord,3.0,,,
382,Grupotel Montecarlo,4.0,,,
383,Grupotel Picafort Beach,4.0,39.7704374,3.1482200,"Picafort Beach, Carrer Joan Alcover, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
384,Eix Platja Daurada Hotel & SPA,4.0,,,
385,Hoposa Hotel Pollentia,4.0,,,
386,Grupotel Port d'Alcudia,4.0,,,
387,Bikini Island & Mountain Hotel Port de Sóller,3.0,,,
388,Inmood Aucanada,4.0,,,
389,BG Hotel Rei del Mediterrani Palace,4.0,,,
390,Romantic,3.0,,,
391,Hotel Sa Coma,3.0,,,
392,The Sea Hotel by Grupotel ,4.0,,,
393,BQ Sarah Hotel,3.0,39.7596011,3.1665245,"Sarah, Carrer de la Badia, Son Bauló, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
394,Sea Club Alcúdia Mediterranean Resort,3.0,,,
395,JS Sol de Alcudia,4.0,,,
396,Soller Garden,5.0,39.7996177,2.6984536,"Hotel Soller Garden, 5, plaça dels Reis de Mallorca, Port de Sóller, Sóller, Serra de Tramuntana, Illes Balears, 07108, España"
397,Hotel Son Bauló,3.0,39.7589982,3.1688832,"Son Bauló, 1, Ronda del Torrent, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
398,Sultan Hotel,2.0,39.7689649,3.1485777,"Sultán, 147, Passeig Colón, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
399,VIVA Sunrise,4.0,,,
400,Zafiro Tropic,4.0,,,
401,Hoposa Hotel Uyal,4.0,,,
402,Villa Barbara,1.0,,,
403,Vista Park Hotel & Apartamentos,3.0,,,
404,Bordoy Continental Valldemossa,3.0,,,
405,Finca Ca N'ai,4.0,,,
406,Grupotel Dunamar,4.0,39.7711867,3.1474591,"Dunamar, Carrer de l'Arxiduc Lluís Salvador, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
407,HSM Lago Park,3.0,39.8144123,3.1138198,"HSM Lago Park, Carrer Iola, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07458, España"
408,Citric Hotel Soller,5.0,,,
409,Hotel Eden,4.0,39.5331914,2.7242357,"Hotel Eden Palma Playa, 1, carrer de la Pollacra, Can Pastilla, Palma, Illes Balears, 07610, España"
410,Hotel Marina & Wellness Spa,3.0,,,
411,Occidental Playa de Palma,4.0,,,
412,Hotel Helios Mallorca,3.0,39.5338689,2.7251249,"Helios, 7, carrer de la Caravel·la, Can Pastilla, Palma, Illes Balears, 07610, España"
413,Hotel Rural Monnaber Nou & Spa,4.0,,,
414,Son Sama,5.0,39.4906972,2.9405920,"Son Samà, Ma-5020, Llucmajor, Migjorn, Illes Balears, 07620, España"
415,Finca Hotel Predio Son Serra,3.0,,,
416,Aumallia Hotel & Spa,4.0,,,
417,INNSIDE Palma Center,4.0,,,
418,FERGUS Style Palmanova,4.0,,,
419,Sol Katmandú Park & Resort,4.0,,,
420,Vistasol Apartamentos,3.0,,,
421,Innside Cala Blanca,4.0,,,
422,Aparthotel Novo Mar,3.0,,,
423,UR Portofino ,4.0,,,
424,TRH Jardin del Mar,3.0,,,
425,Hotel GPRO Valparaíso Palace & Spa,5.0,,,
426,Universal Hotel Cabo Blanco,4.0,,,
427,Andreas Apartments,3.0,,,
428,Bahia Suites,4.0,,,
429,Europe Playa Marina,4.0,,,
430,Bahia Principe Sunlight Coral Playa,4.0,,,
431,BelleVue Belsana,3.0,,,
432,Amazonas Hotel,3.0,,,
433,Gavimar Ariel Chico,3.0,,,
434,BelleVue Lagomonte,3.0,,,
435,allsun Hotel Eden Playa,5.0,,,
436,Aparthotel Cap de Mar,4.0,,,
437,best FAMILY Protur Safari Park,4.0,,,
438,Globales Cala Bona Suites,4.0,,,
439,ICON Valparaiso,3.0,39.4558389,3.2784761,"ICON Valparaíso, 28, Carrer d'Aragó, Cala Murada, Manacor, Llevant, Illes Balears, 07688, España"
440,HM Alma Beach,4.0,,,
441,Hotel Seramar Comodoro Playa,4.0,,,
442,Sun Club Eldorado,2.0,,,
443,Los Geranios,4.0,39.5465933,2.7829777,"Carrer de los Geranios, urbanització de Son Oliver, Sant Jordi, S'Aranjassa, Palma, Illes Balears, 07600, España"
444,Catalonia Majorica,4.0,39.5563843,2.6225363,"Majórica, Carrer del Corb Marí, es Corb Marí, Portopí, Palma, Illes Balears, 07014, España"
445,Garden Holiday Village,4.0,,,
446,AluaSun Continental Park Hotel & Apartments,4.0,39.8136315,3.1136761,"AluaSun Continental Park Hotel & Apartments, 4, Carrer Iola, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07458, España"
447,HSM Club Torre Blanca ,3.0,,,
448,BlueSea Costa Verde,3.0,,,
449,Hotel Sant Jordi,3.0,39.5304510,2.7306990,"Hotel Sant Jordi, Carrer de la Grua, Can Pastilla, Palma, Illes Balears, 07610, España"
450,JS Cape Colom,3.0,,,
451,BlueSea Piscis,3.0,,,
452,Hotel Iris,3.0,39.5060828,2.7527369,"Hotel iris, Carrer d'Amílcar, s'Arenal, Son Verí, Ses Cadenes, Illes Balears, 07600, España"
453,Playas de Paguera,2.0,,,
454,Hotel Cala Fornells,4.0,,,
455,Playa Sol,2.0,39.5069885,2.7539376,"Playa Sol, Carretera Militar, s'Arenal, Son Verí, Ses Cadenes, Illes Balears, 07600, España"
456,Raxa,1.0,39.5300323,2.7315849,"Raxa, Carrer de la Garsa, Can Pastilla, Palma, Illes Balears, 07610, España"
457,Aldea 2 Cala Fornells,3.0,,,
458,Hotel Linda Mallorca,3.0,39.5376875,2.7161496,"Hotel Linda, 2, Carrer Octavi August, Can Pastilla, Palma, Illes Balears, 07610, España"
459,Sa Bassa Plana,3.0,,,
460,Meliá South Beach,4.0,,,
461,Iberostar Cala Domingos,4.0,39.4569690,3.2756278,"Iberostar Waves Cala Domingos, camí de Cala Domingos, Cala Murada, Manacor, Llevant, Illes Balears, 07689, España"
462,AluaSun Torrenova,4.0,,,
463,Hotel Petit Cala Fornells,5.0,,,
464,Maristel Hotel & Spa,4.0,,,
465,Cook’s Club Calvia Beach,3.0,,,
466,Apartamentos Roc Portonova,3.0,,,
467,Portals Hills Boutique Hotel,5.0,,,
468,JS Alcudi Mar,4.0,39.8119140,3.1147229,"Alcudi Mar, Avinguda de s'Albufera, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07408, España"
469,Grupotel Parc Natural & Spa,5.0,,,
470,BG Tonga Tower Design Hotel & Suites,5.0,,,
471,Hotel Seasun Siurell,3.0,,,
472,allsun Hotel Lago Playa Park,4.0,,,
473,Playa Garden Selection Hotel & Spa,4.0,39.7904447,3.1256458,"Playa Garden Selection Hotel & Spa, 25.9, Avinguda de les Platges de Muro, Muro, Pla de Mallorca, Illes Balears, 07458, España"
474,More,3.0,,,
475,Posada de's Moli,4.0,,,
476,Morlans Suites,2.0,,,
477,Petit Hotel Rural Son Jordà - Hotel Rural Restaurant,5.0,,,
478,Plaza Santa Ponsa Boutique Hotel,4.0,,,
479,D'Or Hotel,2.0,,,
480,Eurostars Marivent,3.0,39.5526301,2.6110858,"Eurostars Marivent, 6, Carrer de Dina Moore Bowden, Cala Major, Palma, Illes Balears, 07015, España"
481,Flamboyan Caribe,4.0,,,
482,Tropico Playa Hotel,3.0,,,
483,Oberoy Hotel,4.0,,,
484,Paguera Treff Boutique Hotel,4.0,,,
485,Leonardo Royal Hotel Mallorca,4.0,,,
486,Embat,2.0,39.5682277,2.9823424,"Embat, 4, carrer del Rector Escarrer, Montuïri, Pla de Mallorca, Illes Balears, 07199, España"
487,BlueSea Don Jaime,3.0,,,
488,Atalaya Bosque,2.0,,,
489,Hotel Teide,2.0,39.5082522,2.7532653,"Teide, Carrer del Canonge Mateu Rotger, s'Arenal, Son Verí, Ses Cadenes, Illes Balears, 07600, España"
490,BQ Augusta Hotel,4.0,39.5564672,2.6212823,"Augusta, 22, Carrer del Corb Marí, es Corb Marí, Portopí, Palma, Illes Balears, 07014, España"
491,Agroturisme Perola,3.0,,,
492,Hotel Amic Horizonte,3.0,39.5553378,2.6221077,"Hotel Amic Horizonte, 1, Carrer de Vista Alegre, es Corb Marí, Portopí, Palma, Illes Balears, 07015, España"
493,Blau Colonia Sant Jordi Resort & Spa,4.0,,,
494,Inturotel Azul Garden,3.0,,,
495,Hotel Vistamar Portocolom,4.0,,,
496,Hotel La Concha Soul,2.0,,,
497,Hotel Millor Sol,3.0,,,
498,Prinsotel La Dorada,4.0,39.8048377,3.1162065,"La Dorada, Carrer Romaní, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07408, España"
499,Virrey Finca Hotel,4.0,,,
500,Bendinat,4.0,39.5907234,3.0854347,"Son Bendinat, Petra, Pla de Mallorca, Illes Balears, 07250, España"
501,Apartamentos Europa,2.0,,,
502,Hotel Costa Mediterraneo,2.0,,,
503,Meliá Cala d'Or Boutique Hotel,5.0,,,
504,Atolon,3.0,,,
505,Pula Golf Resort,4.0,,,
506,Casal Santa Eulalia,4.0,,,
507,Finca Can Quatre,4.0,,,
508,Hotel Agua Beach,4.0,,,
509,Hotel Panorama,2.0,,,
510,JS Can Picafort,3.0,39.7675169,3.1514641,"Sol, Carrer Arenal, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
511,Universal Hotel Perla,4.0,,,
512,JS Paradise Sport,3.0,,,
513,Hotel Amic Miraflores,3.0,39.5358199,2.7193299,"Hotel Amic Miraflores, 4, Carrer del Xabec, Can Pastilla, Palma, Illes Balears, 07610, España"
514,Castillo Hotel Son Vida,5.0,39.5919577,2.5961476,"Castillo de Son Vida, 2, Carrer de Raixa, Son Vida, Palma, Illes Balears, 07013, España"
515,Hipotels Hipocampo Palace & Spa,5.0,,,
516,Hipotels Bahía Cala Millor,4.0,,,
517,Hipotels Mediterráneo Club,4.0,,,
518,La Reserva Rotana,5.0,,,
519,Grupotel Mallorca Mar,4.0,,,
520,Canyamel Classic,4.0,,,
521,Hotel Playa,3.0,39.5190213,2.7482825,"Hotel Riu Playa Park, 15, Carrer del Pare Bartomeu Salvà, Les Meravelles, Palma, Illes Balears, 07610, España"
522,ALEGRIA Alzinar Mar Suites,4.0,,,
523,Finca Monnàber Vell,4.0,,,
524,Son Marge,4.0,,,
525,Hotel Can Moragues Healthy & Wellness,4.0,,,
526,JS Horitzó,3.0,39.7676137,3.1523397,"Horitzó, Via Alemanya, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
527,Green Garden Aparthotel,4.0,,,
528,Nixe Palace,5.0,39.5524942,2.6073942,"Nixe Palace, 269, Avinguda de Joan Miró, Cala Major, Palma, Illes Balears, 07015, España"
529,Finca Son Menut,3.0,,,
530,Finca es Rafal,3.0,39.5866053,2.9837352,"Finca Es Rafal, camí d'Es Rafal, Montuïri, Pla de Mallorca, Illes Balears, 07199, España"
531,Finca Hotel Rural Es Turó,4.0,,,
532,Hesperia Ciudad de Mallorca,4.0,,,
533,Universal Hotel Romantica,3.0,,,
534,Sallés Hotel Marina Portals,4.0,,,
535,Pula Suites Boutique Resort,5.0,,,
536,Costa Azul,4.0,39.5686525,2.6321151,"Hotel Costa Azul, 7, Avinguda de Gabriel Roca, Son Armadans, Palma, Illes Balears, 07014, España"
537,Possessió Binicomprat,4.0,,,
538,Bakour Garbi Cala Millor,4.0,,,
539,Dunes Platja,4.0,39.7718267,3.1458893,"Dunes Platja, Passeig Colón, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
540,S'Antigor Petit Hotel,3.0,,,
541,Club del Sol Aparthotel,4.0,,,
542,Bluewater Hotel,3.0,,,
543,CM Mallorca Palace,5.0,,,
544,Duva Aparthotel & Spa,4.0,,,
545,Saratoga,4.0,39.5717942,2.6423960,"Saratoga, Carrer de Berenguer de Tornamira, Canavall, Palma, Illes Balears, 07012, España"
546,allsun Hotel Illot Park,5.0,,,
547,Sa Bassa Rotja Ecoturisme,4.0,,,
548,Alcudia Garden Aparthotel,3.0,,,
549,Steigenberger Hotel & Resort Camp de Mar,5.0,,,
550,Es Puig de Ros d'Alt,4.0,,,
551,Catalonia Del Mar,4.0,,,
552,Globales Palmanova Palace,4.0,,,
553,Houm Plaza Son Rigo,3.0,39.5221107,2.7413613,"plaza Son Rigo, Carrer de Marbella, Les Meravelles, Es Pil·larí, Illes Balears, 07610, España"
554,Protur Badía Park Aparthotel,4.0,,,
555,Lago Garden Hotel & Spa,5.0,,,
556,Hacienda Son Antem,5.0,,,
557,Alcudiamar Botel,4.0,,,
558,Be Live Collection Palace de Muro,5.0,,,
559,Universal Hotel Aquamarin,4.0,,,
560,Zafiro Can Picafort,4.0,39.7625518,3.1468875,"Zafiro Can Picafort, Carrer Camp d'Avall, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
561,Finca Son Pieras,5.0,,,
562,Hotel Rural S'Olivaret,4.0,,,
563,BLUESEA Es Bolero,3.0,,,
564,Universal Casa Marquesa,3.0,,,
565,allsun App.-Hotel Orient Beach,5.0,,,
566,Fergus Barracuda,3.0,,,
567,Hotel Bordoy Don Antonio,4.0,,,
568,Valentin Park Club Hotel & Apartments,3.0,,,
569,Fenix Hotel,3.0,,,
570,Lindner Golf Resort Portals Nous,4.0,,,
571,Son Siurana,4.0,39.6480321,3.1113355,"Son Siurana, Ariany, Pla de Mallorca, Illes Balears, 07529, España"
572,H10 Casa del Mar,3.0,,,
573,BQ Aguamarina Boutique Hotel,4.0,,,
574,Ca'n Canals,3.0,,,
575,Globales Panama,4.0,,,
576,VIVA Blue & Spa,4.0,39.8067755,3.1156415,"Viva Blue & Spa, passeig d'en Bateman, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07408, España"
577,Dalt Muntanya,3.0,,,
578,Grupotel Natura Playa,4.0,39.7990937,3.1208799,"Natura Playa, carrer dels Anglesos, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07458, España"
579,HM Mar Blau,4.0,,,
580,Universal Hotel Castell Royal,4.0,,,
581,Son Trobat Wellness & Spa,4.0,,,
582,Son Sant Jordi,4.0,,,
583,Club S'Illot,3.0,,,
584,Nord,3.0,,,
585,Hotel Artmadams,4.0,39.5688877,2.6302448,"Artmadams, Carrer del Marquès de la Sènia, Son Armadans, Palma, Illes Balears, 07014, España"
586,Hotel Mirador,4.0,39.5687664,2.6312860,"Mirador, Carrer de Guillem Costa, Son Armadans, Palma, Illes Balears, 07014, España"
587,Hotel Sa Galera,4.0,,,
588,Palladium,3.0,,,
589,Hotel HM Jaime III,4.0,,,
590,Valentin Park Apartments,3.0,,,
591,Cala Millor Garden Hotel,4.0,,,
592,Mon Port Hotel & Spa,4.0,,,
593,Finca Hotel Son Palou,4.0,,,
594,Ca'l Bisbe,4.0,,,
595,Pure Salt Port Adriano,5.0,,,
596,The St. Regis Mardavall Mallorca Resort ,5.0,,,
597,Son Cleda,5.0,39.6431735,3.0114550,"Son Cleda, carrer del Mirador, ses Cases Noves, Sineu, Pla de Mallorca, Illes Balears, 07510, España"
598,Sa Rota d'en Palerm,4.0,39.6094680,3.0054259,"sa Rota d'en Palerm, Lloret de Vistalegre, Pla de Mallorca, Illes Balears, 07518, España"
599,Be Live Adults Only La Cala Boutique,4.0,,,
600,Vell Marí Hotel & Resort,4.0,39.7569534,3.1581012,"Vell Marí Hotel & Resort, Carretera d'Artà, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
601,Araxa,3.0,39.5696435,2.6258144,"Araxa, 22, Carrer de Pilar Juncosa, Son Armadans, Palma, Illes Balears, 07014, España"
602,Isla Mallorca Urban Hotel & Spa,4.0,,,
603,Samos,3.0,39.5476837,2.6931920,"Carrer de l'Illa de Samos, es Coll d'en Rabassa, Palma, Illes Balears, 07007, España"
604,Alfabia Nou Agroturismo,4.0,,,
605,Sa Taqueta de Fornalutx,4.0,,,
606,Na Forana,4.0,39.6165921,3.1153956,"carrer de la Revolta Forana, Petra, Pla de Mallorca, Illes Balears, 07520, España"
607,Grupotel Playa de Palma Suites & Spa,4.0,,,
608,Universal Hotel Marqués,4.0,,,
609,Aparthotel Can Picafort Palace,4.0,,,
610,Can Simó Alcudia,4.0,,,
611,Globales Mimosa,4.0,,,
612,INNSIDE Palma Bosque,4.0,39.5664585,2.6259464,"Innside Palma Bosque, Carrer d'Enric Fajarnés, El Terreno, Palma, Illes Balears, 07014, España"
613,Zafiro Mallorca,4.0,39.7665175,3.1428783,"Zafiro Mallorca, Avinguda Santa Eulàlia, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07458, España"
614,Palma Bay Club Resort & Sahara-Nubia-Gobi Bay,3.0,,,
615,Aimia Hotel Port de Sóller,4.0,,,
616,Universal Hotel Lido Park & Spa,4.0,,,
617,Gran Hotel Soller,5.0,,,
618,Convent de la Missió Art & Urban Live,5.0,,,
619,Palm Garden Apartments,2.0,,,
620,Occidental Cala Viñas,4.0,39.4943701,2.5343286,"Occidental Cala Viñas, carrer Nereides, Cala Vinyes, Calvià, Serra de Tramuntana, Illes Balears, 07182, España"
621,Valentin Playa de Muro,3.0,39.7730295,3.1381688,"Valentin Playa de Muro, kM 23, Ma-12, ses Casetes des Capellans, Muro, Pla de Mallorca, Illes Balears, 07458, España"
622,BelleVue Vistanova,3.0,,,
623,tent Palmanova,3.0,,,
624,Petit Caimari,3.0,,,
625,Puro Hotel Palma,4.0,39.5692718,2.6452776,"Puro, Carrer de Montenegro, el Call, Canavall, Palma, Illes Balears, 07012, España"
626,Petit Palace Tres,4.0,39.5689051,2.6457292,"Petit Palace Hotel Tres, 3, Carrer dels Apuntadors, el Call, Canamunt, Palma, Illes Balears, 07012, España"
627,AC Hotel Ciutat de Palma,4.0,,,
628,Hotel Joan Miró Museum,4.0,,,
629,Hotel Hospes Maricel & Spa,5.0,,,
630,Carabela II Appertments,5.0,,,
631,Ikos Porto Petro,5.0,,,
632,Apartamentos Vista Alegre,5.0,,,
633,Aparthotel Club Simó,3.0,,,
634,Hoposa Costa d'Or,4.0,,,
635,VIVA Cala Mesquida Resort & Spa,4.0,,,
636,VIVA Cala Mesquida Suites & Spa Adults only 16+,5.0,,,
637,Hotel Mix Perú Playa,2.0,39.5219273,2.7462905,"HR Mix Perú Playa, 12, Carrer de la Mar d'Aral, Les Meravelles, Es Pil·larí, Illes Balears, 07610, España"
638,Na Martina,5.0,39.6137657,2.9832720,"Ca na Martina, camí vell de Sineu a Algaida, Lloret de Vistalegre, Pla de Mallorca, Illes Balears, 07518, España"
639,Finca Son Roig,4.0,39.5271635,3.0704856,"Finca Son Roig Agroturismo, camí de sa Torre, Porreres, Pla de Mallorca, Illes Balears, 07260, España"
640,Hotel Can Simoneta,5.0,,,
641,Sant Salvador,5.0,39.5638821,2.6004742,"Sant Salvador, Carrer del Puig des Caragol, Gènova, Palma, Illes Balears, 07015, España"
642,MarSenses Rosa del Mar Hotel & Spa,4.0,,,
643,Sol Cala d'Or Apartamentos,3.0,,,
644,MLL Blue Bay,3.0,,,
645,Apartamentos Villa Real,2.0,,,
646,Amic Can Pastilla,2.0,39.5363129,2.7191842,"Hotel Amic Gala, 5, Carrer del Xabec, Can Pastilla, Palma, Illes Balears, 07610, España"
647,Hotel Amic Gala,3.0,39.5363129,2.7191842,"Hotel Amic Gala, 5, Carrer del Xabec, Can Pastilla, Palma, Illes Balears, 07610, España"
648,PortBlue Club Pollentia Resort & Spa,4.0,,,
649,Chevy Hotel & Hostal Montesol,5.0,,,
650,BLUESEA Club Marthas,4.0,,,
651,Ipanema Park & Beach,3.0,,,
652,Isla de Cabrera Hotel,3.0,,,
653,Son Penya Petit,3.0,,,
654,Hotel Sercotel Zurbarán ,3.0,,,
655,Iberostar Selection Playa de Muro Village,5.0,39.8055542,3.1184180,"Iberostar Selection Playa de Muro Village, 6, Avinguda de s'Albufera, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07458, España"
656,Mar Hotels Playa de Muro Suites,4.0,39.8033066,3.1170343,"Mar Hotels Playa de Muro Suites, 150, Carrer Falcó, Platja de Muro, Muro, Pla de Mallorca, Illes Balears, 07458, España"
657,Hotel Illot Suites & Spa,4.0,,,
658,Hotel Club Palia Dolce Farniente,3.0,,,
659,Globales Apartotel Bouganvilla,3.0,,,
660,Apartamentos Casa Vida,3.0,,,
661,Martha´s Imagine Suite,3.0,,,
662,Club Mac Alcudia,3.0,,,
663,Reverence Mare Hotel,5.0,,,
664,Pierre & Vacances Apartamentos Mallorca Deya,3.0,,,
665,Hotel Club Palia Maria Eugenia,4.0,,,
666,HSM Don Juan,3.0,,,
667,Hotel Florida Magaluf,4.0,,,
668,HM Martinique,4.0,,,
669,Fergus Club Palmanova Park,4.0,,,
670,THB Bamboo Alcudia,4.0,,,
671,Hotel Santa Ponsa Pins,3.0,,,
672,Palmanova Beach Apartments by TRH,4.0,,,
673,La Vila,4.0,,,
674,Golf Beach,2.0,,,
675,Almudaina,5.0,39.5718112,2.6452256,"Almudaina, Avinguda de Jaume III, el Call, Canavall, Palma, Illes Balears, 07012, España"
676,Bordoy Continental Palma,4.0,,,
677,Hotel BG Pamplona,4.0,,,
678,Son Julia Country House,5.0,,,
679,HSM Sandalo Beach,3.0,,,
680,Dreams Calviá Mallorca,4.0,,,
681,HSM Atlantic Park,4.0,,,
682,Inturotel Esmeralda Garden,3.0,,,
683,M House Hotel,4.0,39.5743538,2.6513561,"M House, 1A, carrer de Can Maçanet, Canavall, Palma, Illes Balears, 07003, España"
684,AluaSoul Mallorca Resort,4.0,,,
685,Hotel Abelux,2.0,,,
686,OLA Apartamentos Cala d' Or,3.0,,,
687,Aparthotel Aquasol,3.0,,,
688,AluaSoul Alcudia Bay,4.0,,,
689,Cabot Pollensa Park Spa,5.0,,,
690,Globales Apartamentos Cala Viñas,3.0,,,
691,MarSenses Puerto Pollensa Hotel & Spa,4.0,,,
692,Niu d'Aus Apartments,3.0,,,
693,Pirates Village Apartments,3.0,,,
694,Jutlandia Family Resort,3.0,,,
695,Econotel Las Palomas,2.0,,,
696,Elba Sunset Mallorca,4.0,,,
697,Palmanova Suites by TRH Hotel,4.0,,,
698,FERGUS Bermudas,4.0,,,
699,Hoposa Hotel Bahia,3.0,,,
700,Montelín,5.0,,,
701,Apartamentos Massol,2.0,,,
702,Arcos Playa,5.0,,,
703,Globales Torrenova,3.0,,,
704,Sol Lunamar Apartamentos,3.0,,,
705,Alua Palmanova Bay,4.0,,,
706,Apartamentos Marina - Palmanova,2.0,,,
707,Apartamentos Don Miguel,2.0,,,
708,Globales Costa de la Calma,3.0,,,
709,Mac Surfing Playa,5.0,,,
710,Apartamentos Siesta 1,5.0,,,
711,Hotel Ilusion Calma & Spa,3.0,,,
712,Aparthotel Ona Cala Pi Club,3.0,,,
713,Nautic Hotel & Spa,4.0,,,
714,Globales Palmanova,4.0,,,
715,Mix BR (Bahía Real) Apartments,3.0,,,
716,Hoposa Apartments Pollensamar,3.0,,,
717,Universal Hotel Laguna,4.0,,,
718,Santa Clara Urban Hotel & Spa,4.0,,,
719,Zoëtry Mallorca,5.0,,,
720,Zhero Palma,3.0,,,
721,UR Palacio Avenida,4.0,,,
722,Globales Verdemar Apartments,3.0,,,
723,Tacande Portals Wellness & Relax,4.0,,,
724,Isla del Sol,2.0,39.5374197,2.7144110,"Isla del Sol, 5, carrer dels Pins, Can Pastilla, Palma, Illes Balears, 07610, España"
725,Apartamentos Inn,2.0,,,
726,Mar Brava,3.0,39.7665832,3.1498857,"Mar Brava, Avinguda Centre, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
727,Playas Ca's Saboners,3.0,,,
728,Hotel Bellavista & Spa,3.0,,,
729,Hotel Las Arenas,4.0,,,
730,Sol Romantica,3.0,,,
731,Sun Beach,2.0,,,
732,Es Blau Hotel Des Nord,4.0,,,
733,Vista Club,3.0,,,
734,Holiday Park,2.0,,,
735,Playas del Rey,3.0,,,
736,Ca'n Bonico,4.0,,,
737,Hostal HPC Portocolom,1.0,,,
738,Sol Calas de Mallorca,4.0,,,
739,Sotavento,3.0,,,
740,Apartments Econotel Kensington ,1.0,,,
741,Oriola,2.0,,,
742,Hostal Blanca,1.0,,,
743,Universal Hotel Bikini,3.0,,,
744,Naika Studios & Apartments,2.0,,,
745,Martinez Apartments,2.0,,,
746,Sa Franquesa Nova Hotel Rural,4.0,,,
747,Hoposa Villaconcha,4.0,,,
748,Finca Hotel Can Estades,3.0,,,
749,Apartamentos Mallorca Portofino,3.0,,,
750,Principal Son Amoixa,4.0,,,
751,Puerto Azul Suite Hotel,4.0,,,
752,Africamar,3.0,39.7671525,3.1471579,"Africamar, Carretera d'Artà, Can Picafort, Santa Margalida, Pla de Mallorca, Illes Balears, 07450, España"
753,Inturotel Sa Marina,4.0,,,
754,Valentin Paguera Hotel,3.0,39.5388836,2.4529770,"Valentin Reina Paguera, 1, Carrer de Mallorca, Peguera, Calvià, Serra de Tramuntana, Illes Balears, 07160, España"
755,Valentin Paguera Suites,3.0,,,
756,Cabot Hobby Club Apartments,3.0,,,
757,Hotel Palia Sa Coma Playa,4.0,,,
758,allsun App.-Hotel Estrella & Coral de Mar,5.0,,,
759,Cabot Las Velas Apartments,3.0,,,
760,Hotel Alea,3.0,,,
761,Don Pepe,3.0,,,
762,BH Mallorca Resort Affiliated by FERGUS,3.0,,,
763,Mar Hotels Playa Mar & Spa,4.0,,,
764,Canyamel Sunrise Apartments,3.0,,,
765,Cap Rocat,5.0,,,
766,Villa Singala,3.0,,,
767,Globales Apartamentos Nova,3.0,,,
768,Cala d'Or Playa,3.0,,,
769,Solecito Apartamentos,2.0,,,
770,Hostal Lido,1.0,,,
771,Sol de Alcudia Apartamentos,3.0,,,
772,Sant Salvador Hostatgeria,3.0,,,
773,Marins Playa Suites,4.0,,,
774,Colon Palma,3.0,,,
775,Can Cera,5.0,39.5686257,2.6515309,"Can Cera, Carrer de Sant Francesc, el Call, Canamunt, Palma, Illes Balears, 07001, España"
776,Es Riquers,3.0,39.5122484,2.9958295,"es Riquers, Porreres, Pla de Mallorca, Illes Balears, 07260, España"
777,Villa Palmer,3.0,,,
778,Fontsanta Hotel Thermal Spa & Wellness,5.0,,,
779,Jumeirah Port Soller Hotel & Spa,5.0,,,
780,Predi Son Jaumell Hotel Rural,5.0,,,
781,Hotel Diamant,4.0,,,
782,La Santa Maria Hotel,3.0,,,
783,Mirador & Artmadams,4.0,,,
784,Mar Calma,4.0,,,
785,La Victoria Hostatgeria,3.0,,,
786,Can Vent Alcudia,4.0,,,
787,Alcudia Petit,3.0,,,
788,HM Balanguera,4.0,,,
789,Playa Esperanza Resort Affiliated by Melia,4.0,,,
790,Palma Suites,4.0,39.5704082,2.6537965,"Palma Suites, Carrer del Pes de la Farina, el Call, Canamunt, Palma, Illes Balears, 07002, España"
791,Calatrava Boutique,5.0,,,
792,Sol Port Soller,2.0,39.7993393,2.7004195,"Sol y Sombra, 11, plaça dels Reis de Mallorca, Port de Sóller, Sóller, Serra de Tramuntana, Illes Balears, 07108, España"
793,Gavimar Ariel Chico Club & Resort,3.0,,,
794,Cort,4.0,39.5697449,2.6500527,"Cort, Plaça de Cort, el Call, Canamunt, Palma, Illes Balears, 07001, España"
795,Castell Son Claret,5.0,,,
796,Hostal Cuba,4.0,,,
797,Hotel Coronado Thalasso & Spa,5.0,,,
798,Whala Beach,3.0,,,
799,Apartamentos Club Sa Coma,3.0,,,
800,Ferrer Tamarindos Apartamentos,2.0,,,
801,Son Moll Sentits Hotel & Spa,4.0,,,
